,num,url,title,play,view,author,pts
48,49,//www.bilibili.com/video/av79331379,全程不明觉厉！跟“诺奖物理学家”一起，遇事不决 量子力学！【bilibili星访问 第60期】,57.6万,4690,bilibili星访问,778604
49,50,//www.bilibili.com/video/av79458705,喵：我的套票里没有搓澡，你不要强制消费！ 铲屎官：那你也不能口吐莲花啊！,74.1万,1522,金渐层沈同学-,776543
50,51,//www.bilibili.com/video/av79637167,【新闻联播】第一艘国产航空母舰！山东舰入列！,99.4万,0,央视新闻,765461
51,52,//www.bilibili.com/video/av79427118,【答案05】马前卒演讲完整版：社会斗争讲科学，中等收入无陷阱,40.8万,1.5万,观视频工作室,760282
52,53,//www.bilibili.com/video/av79222926,奇葩小伙用魔鬼辣椒炒小龙虾，辣的大呼过瘾，网友：明天菊花残了,107.4万,7364,翔翔大作战,759570
53,54,//www.bilibili.com/video/av62162985,影   流   之   主,81.4万,1021,北极熊剩飯,758518
54,55,//www.bilibili.com/video/av76873779,发生在我直播间粉丝身上的事情。。。时间是最好的药剂，一切都会过去。加油，为了更美好的明天,34.1万,1992,罗刹哒,750061
55,56,//www.bilibili.com/video/av79248280,高中生物书的蛋白质女王究竟是何方神圣？,93.8万,1466,游泳的猪头,738561
56,57,//www.bilibili.com/video/av79372874,【三无xHanser】青鸟衔风【忘川风华录】,22.7万,1668,三无Marblue,717633
57,58,//www.bilibili.com/video/av79067619,纱雾：再说我和你奶奶一个发色，胸都给你打瘪,35.1万,471,-柠萌菌-,716776
58,59,//www.bilibili.com/video/av79151678,你现在跑也来不及了【水无月菌】,44.7万,2557,水无月菌,714743
59,60,//www.bilibili.com/video/av77333628,【家有儿女】家有骚话之王，孩子学习好，爸妈没烦恼！,37.9万,738,风云熊,707851
60,61,//www.bilibili.com/video/av79139555,试吃憨豆先生同款鲜活爱尔兰鳌虾！活着吃太鲜美了！！,94.6万,5257,大祥哥来了,706345
61,62,//www.bilibili.com/video/av79511683,【朱一旦】带着侄子去做了一个惊艳的造型！,126.5万,2462,朱一旦的枯燥生活,702922
